link_id,type,group1_id,group2_id,description,group1_name,group2_name,year,multiple,map_name   
1683,all,361,619,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Harakat al-Nujaba,2015,1,Iraq
1597,spl,361,619,"Kata'ib Hezbollah and Asa'ib Ahl al-Haqq purportedly formed HN as a front group for routing fighters to Syria in 2013.  However, since that time the group begun to operate autonomously from KH and AAH, which have both begun sending fighters to Syria under their own banners.  ",Kata'ib Hezbollah,Harakat al-Nujaba,2013,1,Iraq
1683,all,361,619,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Harakat al-Nujaba,2015,1,Syria
1597,spl,361,619,"Kata'ib Hezbollah and Asa'ib Ahl al-Haqq purportedly formed HN as a front group for routing fighters to Syria in 2013.  However, since that time the group begun to operate autonomously from KH and AAH, which have both begun sending fighters to Syria under their own banners.  ",Kata'ib Hezbollah,Harakat al-Nujaba,2013,1,Syria
1451,mer,573,585,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas.",Kurdish Hamas,The Islamic Unity Movement of Kurdistan,1999,1,Kurdish Conflict
1451,mer,573,585,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas.",Kurdish Hamas,The Islamic Unity Movement of Kurdistan,1999,1,Iraq
1455,spl,585,25,"The IUMK fragmented in 2001 when a large number of its members split off with Ali Bapir to form the Kurdistan Islamic Group and with Mullah Krekar to form the Reformist Group. Omar Barziani subsequently re-formed Kurdish Hamas with his followers, leaving Ali Abdul Aziz to re-form the IMK from the remaining members of the IUMK.",The Islamic Unity Movement of Kurdistan,Islamic Movement of Kurdistan,2001,1,Kurdish Conflict
1455,spl,585,25,"The IUMK fragmented in 2001 when a large number of its members split off with Ali Bapir to form the Kurdistan Islamic Group and with Mullah Krekar to form the Reformist Group. Omar Barziani subsequently re-formed Kurdish Hamas with his followers, leaving Ali Abdul Aziz to re-form the IMK from the remaining members of the IUMK.",The Islamic Unity Movement of Kurdistan,Islamic Movement of Kurdistan,2001,1,Iraq
1457,mer,595,27,Kurdish Hamas and Tawhid merged in summer 2001 to form the Al-Tawhid Islamic Front.,Tawhid,Al-Tawhid Islamic Front,2001,1,Iraq
1457,mer,595,27,Kurdish Hamas and Tawhid merged in summer 2001 to form the Al-Tawhid Islamic Front.,Tawhid,Al-Tawhid Islamic Front,2001,1,Kurdish Conflict
1461,mer,27,593,The Al-Tawhid Islamic Front and the Second Soran Unit merged in September 2001 to form Jund al-Islam.,Al-Tawhid Islamic Front,Jund al-Islam,2001,1,Iraq
1461,mer,27,593,The Al-Tawhid Islamic Front and the Second Soran Unit merged in September 2001 to form Jund al-Islam.,Al-Tawhid Islamic Front,Jund al-Islam,2001,1,Kurdish Conflict
1463,all,593,21,"When Jund al-Islam formed in September 2001, roughly 60 of its estimated 400 fighters were trained by Al-Qaeda operatives in Afghanistan.",Jund al-Islam,Al Qaeda,2001,0,Iraq
1465,riv,593,25,"In Autumn 2001, Jund al-Islam clashed with the Islamic Movement of Kurdistan (IMK) and eventually wrested the Howraman region of Iraq from its control.",Jund al-Islam,Islamic Movement of Kurdistan,2001,1,Kurdish Conflict
1465,riv,593,25,"In Autumn 2001, Jund al-Islam clashed with the Islamic Movement of Kurdistan (IMK) and eventually wrested the Howraman region of Iraq from its control.",Jund al-Islam,Islamic Movement of Kurdistan,2001,1,Iraq
1467,all,593,583,"In Autumn 2001, Jund al-Islam signed a ceasefire agreement with Ali Bapirs Kurdistan Islamic Group.  ",Jund al-Islam,The Kurdistan Islamic Group,2001,1,Kurdish Conflict
1467,all,593,583,"In Autumn 2001, Jund al-Islam signed a ceasefire agreement with Ali Bapirs Kurdistan Islamic Group.  ",Jund al-Islam,The Kurdistan Islamic Group,2001,1,Iraq
1487,riv,591,13,AI allegedly beheaded a PKK fighter it captured in Syria. ,Kurdistan Workers Party,Ansar al-Islam,2014,0,Iraq
1489,spl,309,601,"The Bangsamoro Islamic Freedom Fighters (BIFF) emerged in December 2010 as a splinter group of the Moro Islamic Liberation Front (MILF). The BIFF was founded by Ameril Umbra Kato, a MILF commander who broke away from the MILF because of ideological and tactical disagreements with the group's leadership.",Moro Islamic Liberation Front,Bangsamoro Islamic Freedom Fighters,2010,0,Philippines
1535,all,309,601,Moro Islamic Liberation Front (MILF) members and Bangsamoro Islamic Freedom Fighters (BIFF) members were involved in an attack on Philippine forces that killed forty-four government troops. The troops were conducting a military operation in an area of Maguindanao dominated by the MILF and the BIFF.,Moro Islamic Liberation Front,Bangsamoro Islamic Freedom Fighters,2015,0,Philippines
1491,spl,601,603,"The Justice for Islamic Movement (JIM) was established as a splinter group of the Bangsamoro Islamic Freedom Fighters (BIFF) in December 2014. Mohammad Ali Tambako founded the JIM when he left or was ousted from the BIFF in 2013, after conducting an attack against a Christian community.",Bangsamoro Islamic Freedom Fighters,Justice for Islamic Movement,2013,0,Philippines
1497,all,601,603,"The Bangsamoro Islamic Freedom Fighters (BIFF) and the Justice Islamic Movement (JIM) may have formed an alliance in March 2015. Whether or not a formal alliance exists, the two groups have cooperated and fought alongside each other in the past.",Bangsamoro Islamic Freedom Fighters,Justice for Islamic Movement,2015,0,Philippines
1493,all,379,601,The Moro National Liberation Front (MNLF) announced an alliance with the Bangsamoro Islamic Freedom Fighters (BIFF) in February 2014. Both groups oppose peace negotiations between the Philippine government and the Moro Islamic Liberation Front (MILF).,Moro National Liberation Front,Bangsamoro Islamic Freedom Fighters,2014,0,Philippines
1501,all,599,605,"The Revolutionary Proletarian Army (RPA) and the Alex Boncayao Brigade (ABB) created a formal alliance in 1997 and are sometimes referred to together as the RPA-ABB. The two groups formed a political wing called Rebolusyonaryong Partido ng Manggagawa ng Pilipinas (RPM-P), for which they serve as the armed wing.",Alex Boncayao Brigade,Revolutionary Proletarian Army,1997,0,Philippines
1505,riv,589,395,"AQKB militants claimed responsibility for a car bomb that was detonated at the Kurdistan Interior and Security Ministries building, killing 19 civilians. The Kurdistan government was led by the KDP and PUK.",Kurdish Democratic Party,Al Qaeda Kurdish Battalions,2007,0,Iraq
1507,riv,395,1,AQKB released a statement condemning IS in April 2014.  Unconfirmed reports surfaced in the summer of 2014 of AQKB militants fighting IS forces in Iraqi Kurdistan.,Al Qaeda Kurdish Battalions,The Islamic State,2014,1,Iraq
1509,all,395,1,"AQKB was a member of the Islamic State in Iraq (ISI), the umbrella organization founded by AQI.",Al Qaeda Kurdish Battalions,The Islamic State,2007,1,Iraq
1507,riv,395,1,AQKB released a statement condemning IS in April 2014.  Unconfirmed reports surfaced in the summer of 2014 of AQKB militants fighting IS forces in Iraqi Kurdistan.,Al Qaeda Kurdish Battalions,The Islamic State,2014,1,Global Al Qaeda
1509,all,395,1,"AQKB was a member of the Islamic State in Iraq (ISI), the umbrella organization founded by AQI.",Al Qaeda Kurdish Battalions,The Islamic State,2007,1,Global Al Qaeda
1523,spl,149,605,"Sometime in the early 1990s, the Revolutionary Proletarian Army (RPA) formed as a splinter group of the Communist Party of the Philippines-New People's Army (CPP-NPA) because of ideological and tactical disagreements within the CPP-NPA. The exact year of the RPA's split is unclear.",Communist Party of the PhilippinesNew People's Army,Revolutionary Proletarian Army,1992,0,Philippines
1537,riv,152,309,The Abu Sayyaf Group (ASG) attacked members of the Moro Islamic Liberation Front (MILF) on the island of Basilan. Government forces rescued the MILF members from the siege.,Abu Sayyaf Group,Moro Islamic Liberation Front,2015,0,Philippines
1539,all,152,309,A group that included one hundred Moro Islamic Liberation Front (MILF) fighters and some Abu Sayyaf Group (ASG) fighters attacked Philippine forces in the province of Maguindanao. The attack resulted in the deaths of twenty-three government soldiers.,Abu Sayyaf Group,Moro Islamic Liberation Front,2005,0,Philippines
1547,all,609,21,Ansar al-Islam Syria is believed to be cooperating with Al Qaeda and Jabhat al-Nusra in the Aleppo region of Syria against Assad regime forces and the Islamic State.,Ansar al-Islam Syria,Al Qaeda,2015,0,Iraq
1549,riv,609,1,Unconfirmed reports suggest that Ansar al-Islam Syria has fought against IS in the Aleppo region of Syria.,Ansar al-Islam Syria,The Islamic State,2014,0,Iraq
1555,all,611,367,The Al Mulathamun Battalion still swore its allegiance to Omar Mullah and the Taliban.,The Those Who Sign in Blood Brigade,The Taliban,2012,0,Global Al Qaeda
1737,spl,637,65,"In 1998, the GIA became divided over the issue of attacking civilians, and a group of militants, lead by Hassan Hattab, split to form the Salafist Group for Preaching and Combat (GSPC), which later changed its name to Al Qaeda in the Islamic Maghreb (AQIM).  ",Groupe Islamique Armé,Al Qaeda in the Islamic Maghreb,1998,0,North Africa
1559,all,613,21,"Al Murabitoun swore allegiance to Al Qaeda (AQ) and allegedly operated to a certain extent under AQ orders, although AQ never publicly acknowledged the group as an affiliate.",Al Murabitoun,Al Qaeda,2013,1,Global Al Qaeda
1559,all,613,21,"Al Murabitoun swore allegiance to Al Qaeda (AQ) and allegedly operated to a certain extent under AQ orders, although AQ never publicly acknowledged the group as an affiliate.",Al Murabitoun,Al Qaeda,2013,1,North Africa
1561,all,613,367,Al Muabitoun swore allegiance to Omar Mullah and the Taliban.,Al Murabitoun,The Taliban,2013,0,Global Al Qaeda
1563,aff,615,21,"AQ leader Aymenn al-Zawahiri announced the formation of a new AQ affiliate group, Al Qaeda in the Indian Subcontinent, in a video released on September 3, 2014.",Al Qaeda in the Indian Subcontinent,Al Qaeda,2014,1,Pakistan -- All
1563,aff,615,21,"AQ leader Aymenn al-Zawahiri announced the formation of a new AQ affiliate group, Al Qaeda in the Indian Subcontinent, in a video released on September 3, 2014.",Al Qaeda in the Indian Subcontinent,Al Qaeda,2014,1,Global Al Qaeda
1565,all,615,219,"Several members of AQIS's senior leadership, most notably Shura Council member Imran Ali Siddiqi, are known leaders of Hakat-ul-Mujahedeen.",Al Qaeda in the Indian Subcontinent,Harakat-ul-Mujahedeen,2014,1,Pakistan -- All
1565,all,615,219,"Several members of AQIS's senior leadership, most notably Shura Council member Imran Ali Siddiqi, are known leaders of Hakat-ul-Mujahedeen.",Al Qaeda in the Indian Subcontinent,Harakat-ul-Mujahedeen,2014,1,Global Al Qaeda
1567,riv,591,609,"In February 2016, AI-Syria and the Kurdistan Workers Party (PKK) clashed in the Ashrafiyeh neighborhood of Aleppo. ",Kurdistan Workers Party,Ansar al-Islam Syria,2016,0,Iraq
1569,riv,1,143,"IS claimed responsibility for a suicide bombing at a soccer game sponsored by AAH in a town south of Baghdad that killed 31 people, including 5 AAH members. While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria.",The Islamic State,Asa'ib Ahl al-Haq,2015,1,Iraq
1673,riv,1,143,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit."" While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria.",The Islamic State,Asa'ib Ahl al-Haq,2015,1,Iraq
